id,code,area,subarea,title,subtitle,authors,edition,volume,language,status
8299977563539,MAT-04.13,Matemática,Análise,Espaços Métricos,,Elon Lages Lima,1,0,Português,disponível
8309214914434,MAT-04.02,Matemática,Análise,Análisis Matemático,Modern Mathematical Analysis,"Protter, Morrey Jr.",1,0,Inglês,disponível
8320891067022,FIS-07.01,Física,Astronomia e Astrofísica,Astronomia,Uma Visão Geral do Universo,"Friança, Dal Pino, Sodré Jr., Jatenco-Pereira",1,0,Português,disponível
8328298196390,FIS-01.04 v.2,Física,Física Geral,Course of Theoretical Physics,The Classical Theory of Fields,"Landau, Lifshitz",4,2,Inglês,disponível
8386721274107,BIO-04.01,Biologia,Biologia de Sistemas,Essentials of Neural Science and Behavior,International Edition,"Kandel, Schwartz, Jessell",1,0,Inglês,disponível
8402782809031,QUI-01.01,Química,Química Geral,Chemical Principles,,"Atkins, Jones",2,0,Inglês,disponível
8406325803623,FIS-02.10,Física,Mecânica,Problemas de Mecânica Teórica,,I.V. Mechtcherski,1,0,Português,disponível
8439133055250,BIO-07.03,Biologia,Botânica,Plant Biology,,"Smith, Coupland, Dolan, Harberd, Jones",1,0,Inglês,disponível
8442513051742,MAT-06.01,Matemática,Topologia e Geometria,Topology,An introduction to the set-theoretic and homotopy methods in general topology,James Dugundji,1,0,Inglês,disponível
8449815241086,QUI-02.01,Química,Fisico-Química,Physical Chemistry,,Peter William Atkins,4,0,Inglês,disponível
8458689069337,CMP-05.05,Computação,Teoria da Computação,Computac̦ão Gráfica: Imagem,,"Gomes, Velho",2,0,Português,disponível
8473845291445,FIS-01.02 v.2,Física,Física Geral,Curso de Física Básica,"Fluidos, Oscilações e Ondas, Calor",H. Moysés Nussenzveig,3,2,Português,emprestado
8532185355412,FIS-01.01 v.3,Física,Física Geral,The Feynman Lectures on Physics,,"Feynman, Leighton, Sands",1,3,Inglês,disponível
8611519778797,FIS-01.13,Física,Física Geral,Physics Principles and Applications,,"Margenau, Watson, Montgomery",1,0,Inglês,disponível
8647510481756,BIO-01.10,Biologia,Bioquímica,Bioenergetics,,Albert L. Lehninger,1,0,Inglês,disponível
8668774144973,FIS-02.06,Física,Mecânica,Mecânica Física,Curso Fundamental em Nível Superior,Tore Johnson,1,0,Português,disponível
8680143287425,MAT-01.24,Matemática,Cálculo,Cálculo Técnico,,"Ewen, Topper",1,0,Inglês,disponível
8711759416821,QUI-02.01 v.1,Química,Fisico-Química,Fisicoquímica,,Peter William Atkins,6,1,Português,disponível
8713111446682,QUI-02.01 v.3,Química,Fisico-Química,Fisicoquímica,,Peter William Atkins,6,3,Português,disponível
8724577115487,FIS-01.01 v.2,Física,Física Geral,The Feynman Lectures on Physics,,"Feynman, Leighton, Sands",1,2,Inglês,disponível
8728011147454,MAT-03.01,Matemática,Álgebra Linear,Álgebra Linear,,Elon Lages Lima,8,0,Português,disponível
8732080430935,MAT-03.04,Matemática,Álgebra Linear,Linear Algebra,,Serge Lang,3,0,Inglês,disponível
8769692594472,FIS-01.06 v.2,Física,Física Geral,Física,"Magnetismo, Eletricidade",Francis W. Sears,1,2,Português,disponível
8794631798451,MAT-02.03,Matemática,Geometria Analítica,Exercícios de Geometria Analítica,,Miguel O. Feitosa,3,0,Português,disponível
8796703552633,CMP-03.01,Computação,Análise Numérica,A First Course in Numerical Analysis,,"Ralston, Rabinowitz",2,0,Inglês,disponível
8799634084945,VAR-03.01,Variados,Interdisciplinares,Artificial Life,A Proceedings Volume in the Santa Fe Institute Studies in the Sciences of Complexity,Christopher G. Langton,1,1,Inglês,disponível
8861183966611,FIS-03.07,Física,Termodinâmica,Elementos de Termologia,,Tore N. O. Folmer-Johnson,1,0,Português,disponível
8876092543211,CMP-05.02,Computação,Teoria da Computação,Computability and Unsolvability,,Martin Davis,1,0,Inglês,disponível
8927485372922,MAT-01.18,Matemática,Cálculo,Elementos de Cálculo Diferencial e Integral,,"Granville, Smith, Longley",1,0,Português,disponível
8930129639466,CMP-03.08,Computação,Análise Numérica,Introdução ao Cálculo Numérico,,Giulio Massarani,2,0,Português,disponível
8931103554058,FIS-02.11 v.1,Física,Mecânica,Mecânica dos Fluidos,,Tufi Mamed Assy,1,1,Português,disponível
8969425828168,FIS-01.08 v.2,Física,Física Geral,Física: Manual de Soluções,"Eletricidade e Magnetismo, Ótica",Paul A. Tipler,4,2,Português,disponível
8970601258044,CMP-02.02 v.2,Computação,Algoritmos e Estruturas de Dados,Algorithms in C,,Robert Sedgewick,3,2,Inglês,disponível
8995699669336,MAT-01.11 v.2,Matemática,Cálculo,Cálculo com Geometria Analítica,,"Edwards, Penney",4,2,Português,disponível
8999166123574,CMP-03.09,Computação,Análise Numérica,Introdução ao Cálculo Numérico,,Ivan Q. Barroz,1,0,Português,disponível
9016203387962,QUI-04.02 v.3,Química,Química Orgânica,Química Orgânica,Curso Básico Universitário,Maurício Gomes Constantino,1,3,Português,disponível
9020196922307,MAT-03.05,Matemática,Álgebra Linear,Álgebra Linear e Geometria Eucliana,,Alexandre A. M. Rodrigues,5,0,Português,disponível
9038816215029,BIO-02.01,Biologia,Biologia Molecular e Celular,Molecular Biology of the Cell,,"Alberts, Bray, Lewis, Raff, Roberts, Watson",2,0,Inglês,disponível
9047490491773,BIO-04.01,Biologia,Biologia de Sistemas,Essentials of Neural Science and Behavior,International Edition,"Kandel, Schwartz, Jessell",1,0,Inglês,disponível
9086613159022,FIS-01.04 v.3,Física,Física Geral,Physique Théorique,Mécanique Quantique,"Landau, Lifshitz",3,3,Outro,disponível
9140342853238,FIS-02.05,Física,Mecânica,Leciones sobre Teoría de la Mecánica y sus Aplicaciones,,M. Lucini,1,0,Espanhol,disponível
9140397901090,BIO-01.04,Biologia,Bioquímica,Biochemistry,,Stryer,4,0,Inglês,disponível
9146762463781,VAR-01.04,Variados,Divulgação Científica,The Modern Aspect of Mathematics,,Lucienne Félix,1,0,Inglês,disponível
9153428752936,MAT-03.01,Matemática,Álgebra Linear,Álgebra Linear,,Elon Lages Lima,8,0,Português,disponível
9173044686828,FIS-06.02,Física,Física Matemática,Matemática para Físicos com Aplicações,,João Barcelos Neto,1,1,Português,disponível
9201855684778,MAT-04.03,Matemática,Análise,Elementary Analysis,The Theory of Calculus,Kenneth A. Ross,1,0,Inglês,disponível
9202297243035,MAT-09.02,Matemática,Funções Complexas,Funções de uma Variável Complexa,,Geraldo S. S. Ávila,1,0,Português,disponível
9214285944794,MAT-09.05,Matemática,Funções Complexas,Variáveis Complexas e suas Aplicações,,Ruev V. Churchill,1,0,Português,disponível
9217267768432,CMP-04.01,Computação,Probabilidade e Estatística,Noções de Probabilidade e Estatística,,"Magalhães, Lima",6,0,Português,disponível
9221050283743,FIS-01.01 v.3,Física,Física Geral,The Feynman Lectures on Physics,Commemorative Issue,"Feynman, Leighton, Sands",1,3,Inglês,disponível
9224757262035,BIO-01.06,Biologia,Bioquímica,Biochemistry,,"Garrett, Grisham",1,0,Inglês,disponível
9249714297417,BIO-01.07,Biologia,Bioquímica,Biochemistry,,"McGilvery, Goldstein",2,0,Inglês,disponível
9261859394578,QUI-04.05,Química,Química Orgânica,Organic Chemistry,,T. W. Graham Solomons,5,0,Inglês,disponível
9294249317482,QUI-02.01,Química,Fisico-Química,Physical Chemistry,,Peter William Atkins,4,0,Inglês,disponível
9297227330138,BIO-01.06,Biologia,Bioquímica,Biochemistry,,"Garrett, Grisham",1,0,Inglês,disponível
9327571632074,MAT-01.04 v.3,Matemática,Cálculo,Introdução ao Cálculo,,Paulo Boulos,1,3,Português,disponível
9346605232691,CMP-03.01,Computação,Análise Numérica,A First Course in Numerical Analysis,,"Ralston, Rabinowitz",2,0,Inglês,disponível
9366337194364,BIO-03.04,Biologia,Genética e Evolução,Evolutionary Analysis,,"Freeman, Herron",4,0,Inglês,disponível
9397314114983,MAT-08.03,Matemática,Equações Diferenciais,Equações Diferenciais Ordinárias,,V. Arnold,1,0,Português,disponível
9472425068742,CMP-02.02 v.1,Computação,Algoritmos e Estruturas de Dados,Algorithms in C,,Robert Sedgewick,3,1,Inglês,disponível
9482263033635,FIS-01.10 v.1,Física,Física Geral,"Física, um Curso Universitário",Mecânica,"Alonso, Finn",1,1,Português,disponível
9498276049532,FIS-01.10 v.2,Física,Física Geral,"Física, um Curso Universitário",Campos e Ondas,"Alonso, Finn",1,2,Português,disponível
9502792276911,MAT-01.13 v.2,Matemática,Cálculo,Cálculo,,George B. Thomas,10,2,Português,disponível
9508152648503,MAT-01.28 v.2,Matemática,Cálculo,Fórmula Matemática,Análise de Séries e Fourier,Ueda Keikyu,1,2,Outro,disponível
9545191957777,FIS-02.07,Física,Mecânica,Mecânica Analítica Clássica,,"Barros, Garcia",1,0,Português,disponível
9588275000709,BIO-04.06,Biologia,Biologia de Sistemas,Janeway's Immunobiology,,"Murphy, Travers, Walport, Janeway",7,0,Inglês,disponível
9613692609393,MAT-01.02,Matemática,Cálculo,Calculus,Cálculo Infinitesimal,Michael Spivak,2,0,Espanhol,disponível
9618476862940,MAT-01.07,Matemática,Cálculo,Calculus of Several Variables,,Serge Lang,3,0,Inglês,disponível
9632223810916,CMP-04.08,Computação,Probabilidade e Estatística,Probabilidad y Aplicaciones Estadisticas,,Paul L. Meyer,2,0,Espanhol,disponível
9638845343436,FIS-01.09 v.3,Física,Física Geral,Física,Eletromagnetismo,GREF,1,3,Português,disponível
9643985645524,FIS-01.02 v.2,Física,Física Geral,Curso de Física Básica,"Fluidos, Oscilações e Ondas, Calor",H. Moysés Nussenzveig,2,2,Português,disponível
9649612428522,BIO-03.01,Biologia,Genética e Evolução,Evolutionary Genetics,,John Maynard Smith,1,0,Inglês,disponível
9651629749729,BIO-01.03,Biologia,Bioquímica,Bioquimíca,,Mary K. Campbell,3,0,Português,disponível
9653589686083,VAR-03.04,Variados,Interdisciplinares,Linguística Cognitiva,Uma Visão Geral e Aplicada,Antônio Suárez Abreu,1,0,Português,disponível
9710181693441,MAT-01.13 v.2,Matemática,Cálculo,Cálculo,,George B. Thomas Jr,1,2,Português,disponível
9718934186578,MAT-06.02,Matemática,Topologia e Geometria,Theory and Problems of General Topology,,Seymour Lipschutz,1,0,Inglês,disponível
9731178800192,MAT-02.02,Matemática,Geometria Analítica,Geometria Analítica,,"Steinbruch, Winterle",2,0,Português,disponível
9743123053348,CMP-01.01,Computação,Fundamentos de Computação,Introduction to Computer Science,,Francis Scheid,1,0,Inglês,disponível
9777458878031,VAR-03.10,Variados,Interdisciplinares,Modelagem e Simulação,de Processos Industriais e de Sistemas Eletromecânicos,Claudio Garcia,1,0,Português,disponível
9779627021019,MAT-02.05,Matemática,Geometria Analítica,Exercícios Resolvidos de Geometria Analítica,,"Boulos, Boulos",1,0,Português,disponível
9788967343590,MAT-09.01,Matemática,Funções Complexas,Introdução às Funções Complexas,,Luiz A. J. Medeiros,1,0,Português,disponível
9801614561410,MAT-01.06,Matemática,Cálculo,A First Course in Calculus,,Serge Lang,5,0,Inglês,disponível
9829419285201,MAT-01.21 v.2,Matemática,Cálculo,Cálculo,Funções de Uma Variável,Geraldo S. S. Ávila,4,2,Português,disponível
9854768069363,MAT-02.02,Matemática,Geometria Analítica,Geometria Analítica,,"Steinbruch, Winterle",2,0,Português,disponível
9874677747589,QUI-04.04,Química,Química Orgânica,Organic Chemistry,,"Clayden, Greeves, Warren, Wothers",1,0,Inglês,disponível
9898708087567,VAR-03.05,Variados,Interdisciplinares,Physics of Finance,Gauge Modelling in Non-equilibrium Pricing,Kirill Ilinski,1,0,Inglês,disponível
9909525265639,QUI-04.02 v.2,Química,Química Orgânica,Química Orgânica,Curso Básico Universitário,Maurício Gomes Constantino,1,2,Português,disponível
9949696620400,CMP-05.03,Computação,Teoria da Computação,The Theory of Games and Linear Programming,,B. L. Worsnop,1,0,Inglês,disponível
9988899567440,BIO-06.02,Biologia,Ecologia,Island Biology,,Sherwin John Carlquist,1,0,Inglês,disponível
