id,code,area,subarea,title,subtitle,authors,edition,volume,language,is_reserved
2362075676794,FIS-01.05  v.3,Física,1,Física,,"Halliday, Resnick",4,3,1,0
1173162052404,FIS-01.05  v.4,Física,1,Física,,"Halliday, Resnick",4,4,1,0
7407274066368,FIS-01.06  v.1,Física,1,Física,"Mecânica, Calor, Acústica",Francis W. Sears,1,1,1,0
7155453568362,FIS-01.06  v.2,Física,1,Física,"Magnetismo, Eletricidade",Francis W. Sears,1,2,1,0
8769692594472,FIS-01.06  v.2,Física,1,Física,"Magnetismo, Eletricidade",Francis W. Sears,1,2,1,0
1202054802824,FIS-01.07  v.1,Física,1,Física,Mecânica,"Sears, Zemansky, Young, Freedman",10,1,1,0
7179022321912,FIS-01.08  v.2,Física,1,Física,"Eletricidade e Magnetismo, Ótica",Paul A. Tipler,4,2,1,0
8969425828168,FIS-01.08  v.2,Física,1,Física: Manual de Soluções,"Eletricidade e Magnetismo, Ótica",Paul A. Tipler,4,2,1,0
6646702618965,FIS-01.09  v.1,Física,1,Física,Mecânica,GREF,1,1,1,0
9638845343436,FIS-01.09  v.3,Física,1,Física,Eletromagnetismo,GREF,1,3,1,0
9482263033635,FIS-01.10  v.1,Física,1,"Física, um Curso Universitário",Mecânica,"Alonso, Finn",1,1,1,0
9498276049532,FIS-01.10  v.2,Física,1,"Física, um Curso Universitário",Campos e Ondas,"Alonso, Finn",1,2,1,0
4764993491912,FIS-01.11,Física,1,University Physics,,George Brown Arfken,2,0,2,0
2872765698109,FIS-01.12,Física,1,Principles of Physics,,Raymond A. Serway,2,0,2,0
8611519778797,FIS-01.13,Física,1,Physics Principles and Applications,,"Margenau, Watson, Montgomery",1,0,2,0
2903250838110,FIS-01.14  v.3,Física,1,Física para a Universidade,,"Martins, Pauli, Mauad",1,3,1,0
2245522009126,FIS-01.15,Física,1,200 Puzzling Physics Problems,,"Gnadig, Honyek, Riley",1,0,2,0
4953611435357,FIS-01.16 v.4,Física,1,Pauli Lectures on Physics,,Wolfgang Pauli,1,4,2,0
5158419733585,FIS-02.01,Física,2,Introduction to Classical Mechanics,,David Morin,1,0,2,0
1388350908016,FIS-02.01,Física,2,Introduction to Classical Mechanics,Solutions Manual,David Morin,1,0,2,0
4200647389681,FIS-02.02  v.1,Física,2,Mecânica Clássica,,Kazunori Watari,2,1,1,0
7357285486375,FIS-02.02  v.1,Física,2,Mecânica Clássica,,Kazunori Watari,2,1,1,0
6302168879158,FIS-02.02  v.2,Física,2,Mecânica Clássica,,Kazunori Watari,1,2,1,0
1638971844027,FIS-02.02  v.2,Física,2,Mecânica Clássica,,Kazunori Watari,1,2,1,0
6592531867091,FIS-02.03,Física,2,Theoretical Mechanics,,"Movnin, Izrayelit",1,0,2,0
3950576327186,FIS-02.04,Física,2,Introdução à Mecânica Clássica,,Artur O. Lopes,1,0,1,0
9140342853238,FIS-02.05,Física,2,Leciones sobre Teoría de la Mecánica y sus Aplicaciones,,M. Lucini,1,0,3,0
8668774144973,FIS-02.06,Física,2,Mecânica Física,Curso Fundamental em Nível Superior,Tore Johnson,1,0,1,0
9545191957777,FIS-02.07,Física,2,Mecânica Analítica Clássica,,"Barros, Garcia",1,0,1,0
2760050744337,FIS-02.08,Física,2,Mecânica Analítica,,J. W. Leech,1,0,1,0
8194005180811,FIS-02.09,Física,2,Métodos Matemáticos da Mecânica Clássica,,V. Arnold,1,0,1,0
8406325803623,FIS-02.10,Física,2,Problemas de Mecânica Teórica,,I.V. Mechtcherski,1,0,1,0
8931103554058,FIS-02.11 v.1,Física,2,Mecânica dos Fluidos,,Tufi Mamed Assy,1,1,1,0
1425609188383,FIS-03.01,Física,3,Understanding Thermodynamics,,Hendrick C. Van Ness,1,0,2,0
5364455713461,FIS-03.02,Física,3,Thermodynamics and an Introduction to Thermostatistics,,Herbert B. Callen,2,0,2,0
2307540026551,FIS-03.03,Física,3,Fundamentos de Termodinâmica Clássica,,"Van Wylen, Sonntag",2,0,1,0
1110741114658,FIS-03.04,Física,3,Heat Transfer,,Alan J. Chapman,2,0,2,0
1831729069813,FIS-03.05,Física,3,Fundamentos de Transferência de Calor e de Massa,,Frank P. Incropera,6,0,1,0
1119651570103,FIS-03.06,Física,3,Princípios da Transmissão de Calor,,Frank Kreith,3,0,1,0
8861183966611,FIS-03.07,Física,3,Elementos de Termologia,,Tore N. O. Folmer-Johnson,1,0,1,0
7774668082380,FIS-03.08,Física,3,Termodinâmica,,Mário José de Oliveira,1,0,1,0
7563228128824,FIS-03.09,Física,3,Introduction to Modern Thermodynamics,,Dilip Kondepudi,1,0,2,0
3706083836594,FIS-04.01,Física,4,Eletromagnetismo,,William H. Hayt Junior,4,0,1,0
6439698309111,FIS-04.02  v.1,Física,4,Eletricidade,Eletrodinâmica,Gerhard Sengberg,13,1,1,0
2276228784925,FIS-04.03,Física,4,Quantum Electrodynamics,A Lecture Note and Reprint Volume,Richard P. Feynman,1,0,2,0
1710267460705,FIS-04.04,Física,4,Plasma Dynamics,,R. O. Dendy,1,0,2,0
8072346984049,FIS-04.05,Física,4,Princípios de Eletrodinâmica Clássica,,Josif Frenkel,1,0,1,0
8091236429385,FIS-04.06,Física,4,Corrente Elétrica,Problemas Resolvidos,Eduardo Wilner,1,0,1,0
4241021181231,FIS-05.01,Física,5,Mecânica Quântica,,Antonio F. R. De Toledo Piza,1,0,1,0
1872703038661,FIS-05.01,Física,5,Mecânica Quântica,,Antonio F. R. De Toledo Piza,1,0,1,0
2730202780988,FIS-05.02,Física,5,Introduction to Quantum Mechanics,With Applications to Chemistry,"Pauling, Wilson",1,0,2,0
6616605455097,FIS-05.03,Física,5,Teoria Quântica de Moléculas e Sólidos,,"Vianna, Fazzio, Canuto",1,0,1,0
